Grade Distribution for Spring 2015 Undergraduate Courses at UC Berkeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year: 2015-2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester: Spring (End of Term Data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: Cal Answers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Type: Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Level: 0-199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVC-BRP: Office of Planning and Analysis (kbs) 4/14/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excludes classes where all students received the same grade & excludes classes with fewer than 10 enrollments (privacy issue),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester Year Name Concat,Crs Academic Dept Short Nm,Course Subject Cd,Course Subject Short Nm,Course Number,Section Nbr,Course Title Nm,Instr Name Concat,Course Control Nbr,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Incomplete,Total Grades for Course,,,,,,,,
2015 Fall,Psychology,PSYCH,Psychology,190A,001,Early Learning,Stephen Hinshaw,74225,1,4,,3,2,,,,,,,,,,10,,,,,,,,
2015 Fall,Psychology,PSYCH,Psychology,198,008,Directed Group Stdy,Ozlem Ayduk,74481,,,,,,,,,,,,,,,64,,,,,,,,
2015 Fall,Psychology,PSYCH,Psychology,198,015,Directed Group Stdy,Sheri Johnson,74502,,,,,,,,,,,,,,,13,,,,,,,,
2015 Fall,Public Health,PB HLTH,Public Health,98,009,Directed Group Stdy,Ndola Prata,75236,,,,,,,,,,,,,,2,14,,,,,,,,
2015 Fall,Public Health,PB HLTH,Public Health,98,012,Directed Group Stdy,Alberta Rincon,75245,,,,,,,,,,,,,,,11,,,,,,,,
2015 Fall,Public Health,PB HLTH,Public Health,98,017,Directed Group Stdy,Ndola Prata,75260,,,,,,,,,,,,,,2,15,,,,,,,,
2015 Fall,Public Health,PB HLTH,Public Health,98,020,Directed Group Stdy,David Potts,75269,,,,,,,,,,,,,,,16,,,,,,,,
2015 Fall,Public Health,PB HLTH,Public Health,98,056,Directed Group Stdy,David Potts,75302,,,,,,,,,,,,,,,18,,,,,,,,
2015 Fall,Public Health,PB HLTH,Public Health,98,066,Directed Group Stdy,David Potts,75329,,,,,,,,,,,,,,,18,,,,,,,,
2015 Fall,Public Health,PB HLTH,Public Health,98,072,Directed Group Stdy,Lisa Barcellos,76898,,,,,,,,,,,,,,,10,,,,,,,,
2015 Fall,Public Health,PB HLTH,Public Health,104A,001,Health Promotion,Cathy Kodama,75359,,,,,,,,,,,,,,,23,,,,,,,,
2015 Fall,Public Health,PB HLTH,Public Health,116,001,Sem Hlth Med Issues,David Potts,75362,,,,,,,,,,,,,,1,656,,,,,,,,
2015 Fall,Public Health,PB HLTH,Public Health,C129,001,Aging Brain,William Jagust,75365,,9,10,10,15,8,3,3,4,,,,,,68,,,,,,,,
2015 Fall,Public Health,PB HLTH,Public Health,142,001,Intro Prob Stat,Steve Selvin,75368,55,98,44,8,6,4,,2,,,,,,6,226,,,,,,,,
2015 Fall,Public Health,PB HLTH,Public Health,142,002,Intro Prob Stat,Alan Hubbard; Maureen Lahiff,75400,10,36,37,20,14,6,,1,,,,,,,124,,,,,,,,
2015 Fall,Public Health,PB HLTH,Public Health,145,001,Contin Outcome Data,John Marshall,75404,12,21,11,2,,,,,,,,,,,48,,,,,,,,
2015 Fall,Public Health,PB HLTH,Public Health,150B,001,Intro Env Hlth Sci,Charlotte Smith,75419,,137,10,6,15,,,1,,,,,,,170,,,,,,,,
2015 Fall,Public Health,PB HLTH,Public Health,150D,001,Intro Hlth Pol Mgt,Robin Flagg,75440,6,70,69,25,17,4,1,1,,,,,,,198,,,,,,,,
2015 Fall,Public Health,PB HLTH,Public Health,C155,001,Soc Of Hlth & Med,Laura Nathan,75473,,7,6,4,15,8,1,8,,,,,,,52,,,,,,,,
2015 Fall,Public Health,PB HLTH,Public Health,162A,001,Pub Hlth Microbiol,Gertrude Buehring,75476,1,77,20,33,52,2,9,8,,,1,,,,204,,,,,,,,
2015 Fall,Public Health,PB HLTH,Public Health,162L,001,Pub Hlth Microb Lab,Kathleen Loretz,75497,,5,1,7,6,1,,3,,,1,,,,24,,,,,,,,
2015 Fall,Public Health,PB HLTH,Public Health,162L,002,Pub Hlth Microb Lab,Kathleen Loretz,75500,,5,2,2,9,1,1,2,1,,,,,,24,,,,,,,,
2015 Fall,Public Health,PB HLTH,Public Health,162L,003,Pub Hlth Microb Lab,Kathleen Loretz,75503,,6,,,10,2,2,4,,,,,,,24,,,,,,,,
2015 Fall,Public Health,PB HLTH,Public Health,162L,004,Pub Hlth Microb Lab,Kathleen Loretz,75506,,5,2,3,9,1,,4,,,,,,,24,,,,,,,,
2015 Fall,Public Health,PB HLTH,Public Health,181,001,Poverty/Population,David Potts,75509,1,86,28,13,16,8,1,1,,,,,,,155,,,,,,,,
2015 Fall,Public Health,PB HLTH,Public Health,198,014,Directed Group Stdy,Cathy Kodama,75644,,,,,,,,,,,,,,,10,,,,,,,,
2015 Fall,Public Policy,PUB POL,Public Policy,101,001,Intro Pub Pol Anal,Michael O'Hare,77115,6,18,18,21,11,10,1,,,,,,,3,91,,,,,,,,
2015 Fall,Public Policy,PUB POL,Public Policy,117AC,001,Race Ethn & Pub Pol,Jane Mauldon,77508,3,20,7,5,1,1,,,,,,,,1,39,,,,,,,,
2015 Fall,Public Policy,PUB POL,Public Policy,C184,001,"Energy, Society",Daniel Kammen,77136,1,6,7,5,3,,1,,1,,,,,1,40,,,,,,,,
2015 Fall,Public Policy,PUB POL,Public Policy,190,001,Spec Topics Pub Pol,Rucker Johnson,77169,5,3,20,6,4,,1,,1,,,,1,,45,,,,,,,,
2015 Fall,Public Policy,PUB POL,Public Policy,190,003,Spec Topics Pub Pol,Sarumathi Jayaraman,77175,,7,10,1,,,,,,,,,,,18,,,,,,,,
2015 Fall,Public Policy,PUB POL,Public Policy,190,005,Spec Topics Pub Pol,Timothy Dayonot,77181,,15,36,7,,,,,,,,,,1,63,,,,,,,,
2015 Fall,Public Policy,PUB POL,Public Policy,190,007,Spec Topics Pub Pol,Alexander Gelber,77187,,14,1,,,,,,,,,,,,17,,,,,,,,
2015 Fall,Public Policy,PUB POL,Public Policy,190,009,Spec Topics Pub Pol,Amy Lerman,77190,1,15,15,22,19,9,1,2,2,,,,,2,90,,,,,,,,
2015 Fall,Public Policy,PUB POL,Public Policy,190,011,Spec Topics Pub Pol,Sarumathi Jayaraman,77196,,27,12,1,,,,,,,,,,3,44,,,,,,,,
2015 Fall,Public Policy,PUB POL,Public Policy,190,012,Spec Topics Pub Pol,Roy Ulrich,77199,,2,3,5,4,3,1,2,,,1,,,,21,,,,,,,,
2015 Fall,Rhetoric,RHETOR,Rhetoric,R1A,001,Craft Of Writing,Alexandra Budny; Ryan Ikeda,77803,1,3,9,10,6,4,,,,1,,,,,35,,,,,,,,
2015 Fall,Rhetoric,RHETOR,Rhetoric,R1A,002,Craft Of Writing,Megan Alvarado Saggese; Michael Mascuch,77806,,1,2,4,4,3,2,1,,,,,,,17,,,,,,,,
2015 Fall,Rhetoric,RHETOR,Rhetoric,R1A,003,Craft Of Writing,Janice Yu; Kathleen Powers; Michael Mascuch,77809,,9,14,4,2,,1,,,,,1,,2,33,,,,,,,,
2015 Fall,Rhetoric,RHETOR,Rhetoric,R1A,005,Craft Of Writing,Kelianne Montalvo; Michael Mascuch; Michelle Potts,77815,2,8,14,4,3,,,,,,,,,,31,,,,,,,,
2015 Fall,Rhetoric,RHETOR,Rhetoric,R1B,001,Craft Of Writing,Evyn Espiritu; Michael Mascuch; Ryan Rhadigan,77818,,3,13,8,2,1,,,,,,,,,27,,,,,,,,
2015 Fall,Rhetoric,RHETOR,Rhetoric,R1B,002,Craft Of Writing,Alexandria Wright; Emily O'Rourke; Michael Mascuch,77821,3,4,9,7,5,3,1,,,,,,,,32,,,,,,,,
2015 Fall,Rhetoric,RHETOR,Rhetoric,R1B,004,Craft Of Writing,Kuan Hwa; Michael Mascuch; Nicholaus Gutierrez,77827,,12,12,11,2,1,,,1,,,,1,,40,,,,,,,,
2015 Fall,Rhetoric,RHETOR,Rhetoric,10,001,Reason And Argument,David Bates,77833,8,15,24,22,18,6,2,1,,,,1,,1,108,,,,,,,,
2015 Fall,Rhetoric,RHETOR,Rhetoric,98,001,Directed Group Stdy,Nadesan Permaul,77857,,,,,,,,,,,,,,,36,,,,,,,,
2015 Fall,Rhetoric,RHETOR,Rhetoric,103A,001,Hist Of Rhet I,Ramona Naddaff,77863,1,22,24,13,3,,3,,,,,,,,69,,,,,,,,
2015 Fall,Rhetoric,RHETOR,Rhetoric,106,001,Historical Disc,Mario Wimmer,78283,2,7,5,4,1,,,,,,,,,2,22,,,,,,,,
2015 Fall,Rhetoric,RHETOR,Rhetoric,107,001,Scientific Disc,Nasser Zakariya,77884,,8,5,5,3,2,1,,,,,,,,24,,,,,,,,
2015 Fall,Rhetoric,RHETOR,Rhetoric,108,001,Philosophical Disc,James Porter,77887,,17,4,4,1,,1,,,1,,1,1,,30,,,,,,,,
2015 Fall,Rhetoric,RHETOR,Rhetoric,114,001,New Media,Felipe Gutterriez,77899,,12,10,4,,1,,,,,,,1,,30,,,,,,,,
2015 Fall,Rhetoric,RHETOR,Rhetoric,121,001,Rhetoric Of Fiction,Michael Mascuch,77908,,5,8,9,5,1,,,,,,,,,31,,,,,,,,
2015 Fall,Rhetoric,RHETOR,Rhetoric,122,001,Rhet Of Drama,Rebecca Lee,77910,,2,2,3,6,2,,1,2,,,,1,,19,,,,,,,,
2015 Fall,Rhetoric,RHETOR,Rhetoric,132T,001,Auteur In Film,Eileen Jones,77917,,10,6,5,1,,,,,,,,,,22,,,,,,,,
2015 Fall,Rhetoric,RHETOR,Rhetoric,135T,001,Selected Film Topic,Eileen Jones,77923,5,7,8,3,,,1,,,,,,,,25,,,,,,,,
2015 Fall,Rhetoric,RHETOR,Rhetoric,152AC,001,Race/New Republic,Nadesan Permaul,77932,,13,4,3,9,,,,,,,,,,31,,,,,,,,
2015 Fall,Rhetoric,RHETOR,Rhetoric,157B,001,Contemp Pol Theory,Felipe Gutterriez,77935,,4,7,6,,,,,,,,,,,18,,,,,,,,
2015 Fall,Rhetoric,RHETOR,Rhetoric,160,001,Intro - Legal Disc,Nancy Weston,77941,,4,5,3,3,2,,,,,1,,,,19,,,,,,,,
2015 Fall,Rhetoric,RHETOR,Rhetoric,164,001,Legal Theory,Samera Esmeir,77944,,3,6,4,3,3,2,,,,,,,2,26,,,,,,,,
2015 Fall,Rhetoric,RHETOR,Rhetoric,198,001,Directed Group Stdy,Nadesan Permaul,78058,,,,,,,,,,,,,,,28,,,,,,,,
2015 Fall,Scandinavian,SCANDIN,Scandinavian,R5A,001,Reading & Comp,Jonas Wellendorf; Rosie Taylor,78503,,4,6,6,,,,,,,,,,1,17,,,,,,,,
2015 Fall,Scandinavian,SCANDIN,Scandinavian,R5A,002,Reading & Comp,Adam Carl; Jonas Wellendorf,78506,,10,3,,,1,1,,,,,,1,,16,,,,,,,,
2015 Fall,Scandinavian,SCANDIN,Scandinavian,R5B,003,Reading & Comp,Carl Olsen,78515,1,6,8,,1,2,,,,,,,,,18,,,,,,,,
2015 Fall,Scandinavian,SCANDIN,Scandinavian,R5B,004,Reading & Comp,Jackson Crawford,78518,2,6,3,1,3,1,,,,,,,,,16,,,,,,,,
2015 Fall,Scandinavian,SCANDIN,Scandinavian,75,001,Nordic Lit Culture,Linda Rugg,78521,2,9,11,4,2,1,1,,,,,,,1,33,,,,,,,,
2015 Fall,Scandinavian,SCANDIN,Scandinavian,123,001,Viking/Mediev Scand,Molly Bauer,78557,1,4,3,2,2,,,,,,,,1,,19,,,,,,,,
2015 Fall,Scandinavian,SWEDISH,Swedish,1A,001,Beginning Swedish,Carl Olsen,79203,4,2,4,1,3,,,,,,,,,,16,,,,,,,,
2015 Fall,Slavic Languages & Lit,ARMENI,Armenian,101A,001,Continuing Armenian,Hasmig Seropian,80306,6,7,,,,,,,,,,,,,14,,,,,,,,
2015 Fall,Slavic Languages & Lit,HUNGARI,Hungarian,1A,001,Intro Hungarian,Eva Szoke,80903,2,5,,,,,,,,,,,1,,10,,,,,,,,
2015 Fall,Slavic Languages & Lit,RUSSIAN,Russian,1,001,Elementary Russian,Lisa Little; Thomas Dyne,81203,1,3,2,3,1,,,,,,,,,,12,,,,,,,,
2015 Fall,Slavic Languages & Lit,RUSSIAN,Russian,2,001,Elementary Russian,Lisa Little,81212,1,2,4,,3,,,,,,,,,,12,,,,,,,,
2015 Fall,Slavic Languages & Lit,SLAVIC,Slavic Languages & Lit,R5A,001,Reading And Comp,Anne Nesbet; Brian Egdorf,79703,,1,7,6,1,,1,1,,,,,1,,18,,,,,,,,
2015 Fall,Slavic Languages & Lit,SLAVIC,Slavic Languages & Lit,R5A,002,Reading And Comp,Anne Nesbet; Megan Barickman,79706,,3,4,7,2,1,,,,,,,,,17,,,,,,,,
2015 Fall,Slavic Languages & Lit,SLAVIC,Slavic Languages & Lit,R5B,001,Reading And Comp,Anne Nesbet; Jennifer Flaherty,79709,,,4,6,6,,,1,,,,,,,17,,,,,,,,
2015 Fall,Slavic Languages & Lit,SLAVIC,Slavic Languages & Lit,R5B,003,Reading And Comp,Anne Nesbet; Lily Scott,79715,,1,8,3,4,,,,,,,,,,16,,,,,,,,
2015 Fall,Slavic Languages & Lit,SLAVIC,Slavic Languages & Lit,39C,001,Lower Div Seminar,David Frick,79718,,11,6,3,4,,,,,,,,,1,28,,,,,,,,
2015 Fall,Slavic Languages & Lit,SLAVIC,Slavic Languages & Lit,45,001,19th Cent Russ Lit,Lyubov Golburt,79721,,12,8,6,,1,1,1,,,,,1,,41,,,,,,,,
2015 Fall,Slavic Languages & Lit,SLAVIC,Slavic Languages & Lit,100,001,Sem Rus E Eur Euras,Darya Kavitskaya,79775,1,8,1,,,,,,,,,,,,10,,,,,,,,
2015 Fall,Slavic Languages & Lit,SLAVIC,Slavic Languages & Lit,134E,001,Chekhov,Anna Muza,79781,2,8,2,1,,,,,,,,,1,,15,,,,,,,,
2015 Fall,Slavic Languages & Lit,SLAVIC,Slavic Languages & Lit,182,001,Pushkin,Lyubov Golburt,79795,,8,5,,,,,,,,,,,,14,,,,,,,,
2015 Fall,Social Welfare,SOC WEL,Social Welfare,98,009,Directed Group Stdy,Catharine Ralph,81355,,,,,,,,,,,,,,,11,,,,,,,,
2015 Fall,Social Welfare,SOC WEL,Social Welfare,110,001,Soc Wk As A Prof,Susan Stone,81339,17,15,4,2,1,3,1,2,,,1,1,,,47,,,,,,,,
2015 Fall,Social Welfare,SOC WEL,Social Welfare,114,001,Practice In Soc Wk,Sevaughn Banks,81348,,14,13,4,11,3,1,1,,,2,,,1,50,,,,,,,,
2015 Fall,Social Welfare,SOC WEL,Social Welfare,116,001,Current Topics,Michael Austin,81357,,22,14,2,2,,1,,1,,,,,3,45,,,,,,,,
2015 Fall,Social Welfare,SOC WEL,Social Welfare,198,004,Directed Group Stdy,Jill Berrick,81409,,,,,,,,,,,,,,,38,,,,,,,,
2015 Fall,Sociology,SOCIOL,Sociology,1,001,Intro To Sociology,Ann Swidler,81903,12,68,61,60,47,23,10,3,4,,1,1,6,1,308,,,,,,,,
2015 Fall,Sociology,SOCIOL,Sociology,3AC,001,Prin Soc: Am Cultur,Mary Kelsey,81954,41,121,61,33,16,2,1,2,,,,,,1,298,,,,,,,,
2015 Fall,Sociology,SOCIOL,Sociology,5,001,Eval Of Evidence,Irene Bloemraad,81957,,25,91,46,35,15,6,10,2,2,1,2,2,1,240,,,,,,,,
2015 Fall,Sociology,SOCIOL,Sociology,7,001,Soc Sci Statistics,Michael Burawoy; Michael Schultz,81989,2,8,4,3,4,,,3,,,,,,,26,,,,,,,,
2015 Fall,Sociology,SOCIOL,Sociology,98,001,Directed Group Stdy,Mary Kelsey,81990,,,,,,,,,,,,,,,21,,,,,,,,
2015 Fall,Sociology,SOCIOL,Sociology,98,002,Directed Group Stdy,Brian Powers,81993,,,,,,,,,,,,,,,14,,,,,,,,
2015 Fall,Sociology,SOCIOL,Sociology,101,001,Soc Theory I,Michael Burawoy,82041,,22,59,61,52,26,30,13,7,1,,,2,1,276,,,,,,,,
2015 Fall,Sociology,SOCIOL,Sociology,106,001,Quan Soc Methods,Jacob Habinek; Michael Burawoy,82092,1,4,,,1,,,,,,1,,1,3,12,,,,,,,,
2015 Fall,Sociology,SOCIOL,Sociology,110,001,Org & Soc Institut,Linus Huang,82095,11,24,45,22,14,8,8,11,3,3,2,2,,6,177,,,,,,,,
2015 Fall,Sociology,SOCIOL,Sociology,111AC,001,Socio Of The Family,Joanna Reed,82098,,15,20,22,27,6,3,3,,,1,,1,,117,,,,,,,,
2015 Fall,Sociology,SOCIOL,Sociology,C115,001,Soc Of Hlth & Med,Laura Nathan,82101,,8,7,9,30,5,5,8,,1,2,,2,3,89,,,,,,,,
2015 Fall,Sociology,SOCIOL,Sociology,116,001,Sociology Of Work,Christoph Hermann,82104,1,17,6,3,1,1,1,,,3,,,,,38,,,,,,,,
2015 Fall,Sociology,SOCIOL,Sociology,119S,001,Organizatn Strategy,Sylvia Flatt,82107,2,10,6,5,2,,1,,,,,,,,30,,,,,,,,
2015 Fall,Sociology,SOCIOL,Sociology,120,001,Econ And Society,Andrew Barlow,82110,3,19,11,4,13,6,6,3,2,1,,1,4,3,78,,,,,,,,
2015 Fall,Sociology,SOCIOL,Sociology,121,001,Soc Of Entrepreneur,Szonja Ivester,82128,2,28,35,17,15,9,7,10,5,3,1,1,2,,146,,,,,,,,
2015 Fall,Sociology,SOCIOL,Sociology,124,001,Sociol Of Poverty,Martin Sanchez-Jankowski,82131,,5,6,9,3,4,5,1,1,,,,2,,39,,,,,,,,
2015 Fall,Sociology,SOCIOL,Sociology,127,001,Develop & Globa,Tiffany Page,82143,,8,7,15,17,6,3,1,,1,,,1,1,62,,,,,,,,
2015 Fall,Sociology,SOCIOL,Sociology,130,001,Soc Inequalities,Daniel Schneider,82146,3,18,7,13,12,4,2,,1,,1,,,,62,,,,,,,,
2015 Fall,Sociology,SOCIOL,Sociology,135,001,Sexual Cultures,Jill Bakehorn,82149,,6,11,12,13,8,3,7,,,,,1,,66,,,,,,,,
2015 Fall,Sociology,SOCIOL,Sociology,140,001,Polit & Soc Cha,Cihan Tugal,82152,,14,19,10,2,1,2,,2,,,,2,6,66,,,,,,,,
2015 Fall,Sociology,SOCIOL,Sociology,150,001,Social Psych,Brian Powers,82167,4,19,36,22,5,1,,,,,,,,,90,,,,,,,,
2015 Fall,Sociology,SOCIOL,Sociology,160,001,Sociol Of Culture,Jill Bakehorn,82170,1,5,23,27,58,14,6,3,3,,,,1,,154,,,,,,,,
2015 Fall,Sociology,SOCIOL,Sociology,166,001,Society & Technolog,Linus Huang,82173,21,46,45,15,14,13,3,7,4,2,,,1,3,194,,,,,,,,
2015 Fall,Sociology,SOCIOL,Sociology,C167,001,Virtul Comm/Soc Med,Edwin Lin,82176,6,113,14,4,8,1,,1,,,1,1,1,,155,,,,,,,,
2015 Fall,Sociology,SOCIOL,Sociology,180I,001,Comp Persp:Inequal,Szonja Ivester,82182,,12,8,6,2,5,1,,,,,,1,,36,,,,,,,,
2015 Fall,Sociology,SOCIOL,Sociology,189G,001,Soc Global Elite,Szonja Ivester,82185,4,1,4,2,3,3,,2,,,1,,1,,25,,,,,,,,
2015 Fall,Sociology,SOCIOL,Sociology,190,001,Sem & Res In So,John Lie,82188,,4,7,4,,,,1,,,,,,1,17,,,,,,,,
2015 Fall,Sociology,SOCIOL,Sociology,190,003,Sem & Res In So,Matthew Rowe; Michael Burawoy,82194,,3,7,4,4,1,,,,,,,1,1,21,,,,,,,,
2015 Fall,Sociology,SOCIOL,Sociology,190,004,Sem & Res In So,Michael Burawoy; Rachel Wetts,82197,2,3,10,1,2,1,2,,,,,,,,21,,,,,,,,
2015 Fall,Sociology,SOCIOL,Sociology,190,005,Sem & Res In So,Emine Elcioglu; Michael Burawoy,82200,2,6,11,2,1,,,,,,,,,,22,,,,,,,,
2015 Fall,Sociology,SOCIOL,Sociology,198,001,Directed Group Stdy,Mary Kelsey,82332,,,,,,,,,,,,,,,38,,,,,,,,
2015 Fall,Sociology,SOCIOL,Sociology,198,002,Directed Group Stdy,Brian Powers,82335,,,,,,,,,,,,,,,30,,,,,,,,
2015 Fall,Sociology,SOCIOL,Sociology,198,003,Directed Group Stdy,Jill Bakehorn,82338,,,,,,,,,,,,,,,15,,,,,,,,
2015 Fall,Sociology,SOCIOL,Sociology,198BC,001,Directed Group Stud,Katherine Maich; Kim Voss,82434,,,,,,,,,,,,,,,15,,,,,,,,
2015 Fall,Sociology,SOCIOL,Sociology,198BC,005,Directed Group Stud,Benjamin Shestakofsky; Kim Voss,82446,,,,,,,,,,,,,,,15,,,,,,,,
2015 Fall,South & SE Asian Studies,BANGLA,Bengali,1A,001,Intro Bengali,Amitabha Basu,84403,,6,6,2,,,,,,,,,,,14,,,,,,,,
2015 Fall,South & SE Asian Studies,FILIPN,Filipino,1A,001,Intro To Filipino,Cynthia Agnes Aban,84503,1,17,1,,,,,,,,,,,,20,,,,,,,,
2015 Fall,South & SE Asian Studies,FILIPN,Filipino,1A,002,Intro To Filipino,Cynthia Agnes Aban,84506,,17,2,,,,,,,,,,,,19,,,,,,,,
2015 Fall,South & SE Asian Studies,FILIPN,Filipino,1A,003,Intro To Filipino,Cynthia Agnes Aban,84509,1,16,,,,,,,,,,,,1,18,,,,,,,,
2015 Fall,South & SE Asian Studies,FILIPN,Filipino,W1X,001,Intro Filipn Online,Maria Barrios-Leblanc,84523,8,15,,,,,,,,,,,,,24,,,,,,,,
2015 Fall,South & SE Asian Studies,FILIPN,Filipino,100A,001,Intermed Filipino,Karen Llagas,84524,,14,,1,,,,,,,,,,,15,,,,,,,,
2015 Fall,South & SE Asian Studies,FILIPN,Filipino,100A,002,Intermed Filipino,Karen Llagas,84527,4,12,1,,,,,,,,,,,,17,,,,,,,,
2015 Fall,South & SE Asian Studies,FILIPN,Filipino,101A,001,Advanced Filipino,Maria Barrios-Leblanc,84530,9,2,,,,,,,,,,,,,11,,,,,,,,
2015 Fall,South & SE Asian Studies,HIN-URD,Hindi-Urdu,1A,001,Intrd Hindi,Pranjali Sirasao,84603,,18,,1,1,,,,,,,,,,20,,,,,,,,
2015 Fall,South & SE Asian Studies,HIN-URD,Hindi-Urdu,1A,002,Intrd Hindi,Pranjali Sirasao,84606,,13,,2,3,,,,,,,,,,20,,,,,,,,
2015 Fall,South & SE Asian Studies,HIN-URD,Hindi-Urdu,2A,001,Intrd Urdu,Qamar Jalil,84609,3,8,2,,,,,,,,,,,1,15,,,,,,,,
2015 Fall,South & SE Asian Studies,HIN-URD,Hindi-Urdu,100A,001,Intermediate Hindi,Pranjali Sirasao,84612,,11,,2,,,,,,,,,,,13,,,,,,,,
2015 Fall,South & SE Asian Studies,HIN-URD,Hindi-Urdu,101A,001,Readings Modern Hin,Usha Jain,84618,2,3,2,,,,,,,,,,,1,11,,,,,,,,
2015 Fall,South & SE Asian Studies,MALAY/I,Malay/Indonesian,1A,001,Introd Indonesian,Ninik Lunde,85003,3,10,,2,,,,,,,,,,,17,,,,,,,,
2015 Fall,South & SE Asian Studies,MALAY/I,Malay/Indonesian,100A,001,Intermed Indonesian,Ninik Lunde,85006,1,18,1,,,,,,,,,,,,20,,,,,,,,
2015 Fall,South & SE Asian Studies,MALAY/I,Malay/Indonesian,100A,002,Intermed Indonesian,Ninik Lunde,85009,4,16,,,,,,,,,,,,,20,,,,,,,,
2015 Fall,South & SE Asian Studies,PUNJABI,Punjabi,1A,001,Introd Punjabi,Upkar Ubhi,85203,2,5,5,1,,3,,,,,,,,,17,,,,,,,,
2015 Fall,South & SE Asian Studies,S ASIAN,South Asian,1A,001,Civ Early India,Alexander Von Rospatt,84003,6,7,9,8,4,,,,1,,,,1,,43,,,,,,,,
2015 Fall,South & SE Asian Studies,S ASIAN,South Asian,R5A,001,Great Books India,Nicole Ferreira; Robert Goldman,84012,,6,6,5,,1,,,,,,,,,18,,,,,,,,
2015 Fall,South & SE Asian Studies,S ASIAN,South Asian,R5A,002,Great Books India,Robert Goldman; Sabhanaz Diya,84015,,,3,5,4,4,1,,,,,,,,17,,,,,,,,
2015 Fall,South & SE Asian Studies,S ASIAN,South Asian,R5A,003,Great Books India,Kashi Gomez; Robert Goldman,84018,2,4,5,2,1,2,,,,,,,,1,17,,,,,,,,
2015 Fall,South & SE Asian Studies,S ASIAN,South Asian,C123,001,Relig In Med India,Vasudha Paramasivan,84021,,1,5,6,,,1,,,,,,,,13,,,,,,,,
2015 Fall,South & SE Asian Studies,S ASIAN,South Asian,C140,001,Hindu Mythology,Robert Goldman,84024,1,17,30,13,3,1,,,,,,,,1,84,,,,,,,,
2015 Fall,South & SE Asian Studies,"S,SEASN",South & SE Asian Studies,R5A,001,Self Represent/Natn,Joseph Scalice; Robert Goldman,83503,,13,5,,1,,,,,,,,,,19,,,,,,,,
2015 Fall,South & SE Asian Studies,"S,SEASN",South & SE Asian Studies,R5A,002,Self Represent/Natn,Katherine Bruhn; Robert Goldman,83506,3,6,4,3,1,,1,,,,,,,,18,,,,,,,,
2015 Fall,South & SE Asian Studies,"S,SEASN",South & SE Asian Studies,R5A,003,Self Represent/Natn,Kathleen Gutierrez; Robert Goldman,83509,,9,7,4,,,,,,,,,,,20,,,,,,,,
2015 Fall,South & SE Asian Studies,"S,SEASN",South & SE Asian Studies,C52,001,Intro To Buddhism,Mark Blum,83512,,2,5,2,3,1,4,3,1,,,,,,27,,,,,,,,
2015 Fall,South & SE Asian Studies,"S,SEASN",South & SE Asian Studies,120,001,"Topics S,Seasn",Maria Barrios-Leblanc,83560,14,27,,,,,,,,,,,,1,42,,,,,,,,
2015 Fall,South & SE Asian Studies,"S,SEASN",South & SE Asian Studies,120,003,"Topics S,Seasn",Blake Wentworth,83566,5,9,,1,,,,,,,,,,,16,,,,,,,,
2015 Fall,South & SE Asian Studies,SEASIAN,Southeast Asian,10A,001,Intrd Civ Se Asia,Penelope Edwards,84103,4,8,5,2,1,2,,1,1,,,1,,,40,,,,,,,,
2015 Fall,South & SE Asian Studies,TAMIL,Tamil,1A,001,Introd Tamil,Bharathy Sankara Rajulu,85603,12,1,1,,,,,,,,,,,,15,,,,,,,,
2015 Fall,South & SE Asian Studies,TELUGU,Telugu,1A,001,Elem Telugu,Bharathy Sankara Rajulu,85803,8,1,1,1,1,,,,,,,,,,12,,,,,,,,
2015 Fall,South & SE Asian Studies,THAI,Thai,1A,001,Introductory Thai,Supatra Chowchuvech,85903,2,2,3,1,2,1,,,,,,,,,13,,,,,,,,
2015 Fall,South & SE Asian Studies,VIETNMS,Vietnamese,1A,002,Intro Vietnamese,Hanh Tran,86006,,8,7,,,,,,,,,,,,16,,,,,,,,
2015 Fall,South & SE Asian Studies,VIETNMS,Vietnamese,1A,003,Intro Vietnamese,Hanh Tran,86009,,2,7,7,,,,,,,,,,,20,,,,,,,,
2015 Fall,South & SE Asian Studies,VIETNMS,Vietnamese,100A,001,Intermed Viet,Hanh Tran,86012,,5,10,2,,,,,,,,,,,19,,,,,,,,
2015 Fall,Spanish & Portuguese,PORTUG,Portuguese,101A,002,Portug For Adv Stdy,Clelia Donovan; Sebastiao Macedo,86609,1,,4,,,2,,1,1,,,,,,14,,,,,,,,
2015 Fall,Spanish & Portuguese,PORTUG,Portuguese,101A,003,Portug For Adv Stdy,Clelia Donovan; Poema Quesado Valente Meyer,86612,2,1,5,1,,,,,,,,,,,12,,,,,,,,
